timestamp,q01,q02,q05,q06,q07,q08,q09,q11,q12_genderbalance,q12_diversity,q12_equity,q12_inclusion,q14,q17_genderbalance,q17_diversity,q17_equity,q17_inclusion,q19,q03_regional,q04_regional,q01_clustered,q13_clustered,q01q02_clustered,q13q14_clustered,q10_binned,q13_binned,q15_polarity,q15_subjectivity,q16_polarity,q16_subjectivity,q18_polarity,q18_subjectivity,q20_polarity,q20_subjectivity,q21_polarity,q21_subjectivity,q22_polarity,q22_subjectivity
2023-07-10,50s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,Yes,No,Good,Very Good,Good,Good,Very Good,Disagree,Agree,Agree,Agree,Junior High school,Europe,Europe,Cluster2,Cluster2,Others,Cluster2,2,40%,,,,,,,,,,,,
2023-07-10,30s,Female,Fixed-term staff,CRD: Cosmic-ray physics (Direct),Experimentalist,3 - 5 years,Yes,No,Very Poor,Poor,Very Good,Good,Poor,Agree,Agree,Agree,Agree,Junior High school,Europe,Europe,Cluster1,Cluster1,Cluster1,Cluster1,2,20%,,,,,,,,,,,,
2023-07-10,40s,Male,Postdoc,CRI: Cosmic-ray physics (Indirect),Experimentalist,1 - 3 years,Yes,No,Poor,Good,Good,No interest,Very Poor,Agree,Agree,Agree,Agree,University,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,10+,15%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.7800000000000001
2023-07-10,30s,Female,Postdoc,GA: Gamma-ray astronomy,Experimentalist,1 - 3 years,Yes,Yes,Good,Very Good,Good,Very Good,Good,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster2,Cluster1,Cluster2,2,50%,,,,,0.36,0.7,0.25,0.25,0.1,0.2,0.26,0.26
2023-07-10,20s,Female,Postdoc,CRI: Cosmic-ray physics (Indirect),Theorist,5 - 10 yeas,Yes,Yes,Good,Poor,Poor,Poor,Good,Agree,Agree,Agree,Agree,High school,America,America,Cluster1,Cluster2,Cluster1,Cluster2,2,40%,,,,,,,,,,,,
2023-07-10,30s,Female,Permanent staff,GA: Gamma-ray astronomy,Experimentalist,5 - 10 yeas,Yes,No,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Agree,Agree,Agree,Agree,High school,America,America,Cluster1,Cluster1,Cluster1,Cluster1,2,15%,,,,,,,0.0,0.4,0.0,0.5,,
2023-07-10,20s,Male,Master,CRI: Cosmic-ray physics (Indirect),Experimentalist,1 - 3 years,Yes,No,Good,Good,Very Good,Very Good,No interest,No interest,No interest,Agree,Agree,High school,Europe,Europe,Cluster1,Cluster1,Cluster2,Others,3,20%,0.105,0.7116666666666666,,,0.0666666666666666,0.1666666666666666,0.0,0.0,0.1333333333333333,0.3,,
2023-07-11,30s,Female,Permanent staff,O&E: Outreach & education,Experimentalist,> 10 years,Yes,No,Good,Poor,Good,Poor,Good,Agree,Agree,Agree,Agree,Elementary school,Asia,Asia,Cluster1,Others,Cluster1,Others,1,25%,,,,,,,,,0.3249999999999999,0.3,0.2215909090909091,0.5909090909090909
2023-07-11,30s,Male,Postdoc,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,Yes,No,Poor,Good,Good,Very Good,Poor,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Others,Cluster2,Others,5,30%,0.0,0.0,0.0,0.0,0.4144444444444444,0.5577777777777777,0.11,0.59,0.03,0.6399999999999999,0.25,0.2
2023-07-11,30s,Female,Permanent staff,GA: Gamma-ray astronomy,Others,> 10 years,Prefer not to answer,No,No interest,No interest,No interest,No interest,Poor,Agree,Agree,Agree,Agree,University,Europe,Europe,Cluster1,Cluster1,Cluster1,Cluster1,2,20%,0.0,0.0,0.1904761904761904,0.3809523809523809,,,0.0249999999999999,0.3562499999999999,,,,
2023-07-11,20s,Male,Postdoc,CRI: Cosmic-ray physics (Indirect),Others,5 - 10 yeas,Yes,No,Good,Good,Good,Good,Poor,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster1,Cluster2,Cluster1,1,15%,,,,,,,,,,,,
2023-07-11,20s,Male,Doctrate,NU: Neutrino astronomy & physics,Experimentalist,1 - 3 years,Yes,No,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster2,Cluster2,Cluster2,1,50%,,,,,,,,,,,,
2023-07-11,50s,Male,Permanent staff,NU: Neutrino astronomy & physics,Experimentalist,> 10 years,Yes,No,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,High school,Europe,Europe,Cluster2,Others,Others,Cluster2,4,30%,,,,,,,,,,,,
2023-07-11,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Experimentalist,1 - 3 years,Yes,No,Good,Very Good,Very Good,Very Good,Good,Agree,Agree,Agree,Agree,Junior High school,America,America,Cluster1,Others,Cluster2,Cluster2,1,35%,,,,,,,,,,,,
2023-07-11,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Experimentalist,1 - 3 years,Yes,No,Good,Good,Good,Good,Good,Agree,No interest,Agree,No interest,Elementary school,America,Europe,Cluster1,Others,Cluster2,Others,Prefer not to answer,25%,,,,,,,,,,,,
2023-07-11,20s,Female,Doctrate,MM&GW: Multimessenger & gravitational wave,Theorist,3 - 5 years,No,Yes,Good,Good,Poor,Good,Very Good,Agree,Agree,Agree,Agree,Junior High school,Europe,Prefer not to answer,Cluster1,Others,Cluster1,Cluster2,3,30%,,,,,,,,,,,,
2023-07-11,40s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,Yes,No,Very Poor,Very Poor,Good,Poor,Very Poor,Agree,Agree,Agree,Agree,Elementary school,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,2,10%,0.0,0.0,0.0,0.0,0.32,0.425,-0.0111111111111111,0.6333333333333333,0.0402777777777777,0.3444444444444445,0.0,0.0
2023-07-11,30s,Male,Postdoc,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,No,No,Good,Poor,Good,Good,Very Good,Agree,Agree,Agree,Agree,High school,Europe,America,Cluster1,Cluster2,Cluster2,Cluster2,1,(rare),,,,,,,,,,,,
2023-07-11,40s,Female,Permanent staff,O&E: Outreach & education,Prefer not to answer,Prefer not to answer,Yes,No,Good,Good,Good,Good,Very Good,Agree,Agree,Agree,Agree,High school,Europe,Europe,Cluster2,Cluster2,Others,Cluster2,5,(rare),0.0,0.0,0.0,0.0,,,,,,,,
2023-07-11,20s,Male,Master,DM: Dark-matter physics,Experimentalist,3 - 5 years,Yes,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Good,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Pre school,Asia,Asia,Cluster1,Cluster1,Cluster2,Others,0,0%,,,,,,,,,,,,
2023-07-11,40s,Female,Permanent staff,CRD: Cosmic-ray physics (Direct),Theorist,> 10 years,No,Yes,Good,Poor,Good,Good,Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster2,Cluster2,Others,Cluster2,4,40%,,,,,,,,,,,,
2023-07-11,30s,Male,Postdoc,GA: Gamma-ray astronomy,Prefer not to answer,3 - 5 years,No,No,Very Poor,Poor,Good,Very Good,Very Poor,Agree,Agree,Agree,Agree,High school,Europe,Europe,Cluster1,Cluster1,Cluster2,Cluster1,2,10%,0.0,0.0,,,,,,,,,,
2023-07-11,30s,Female,Master,GA: Gamma-ray astronomy,Experimentalist,1 - 3 years,Yes,Yes,Poor,Good,Good,Good,No interest,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Others,Cluster1,Others,4,30%,,,,,,,,,,,,
2023-07-11,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Prefer not to answer,1 - 3 years,No,No,Very Good,Very Good,Very Good,Very Good,Very Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Asia,Cluster1,Cluster2,Cluster2,Cluster2,4,50%,,,,,,,,,,,,
2023-07-12,30s,Female,Postdoc,MM&GW: Multimessenger & gravitational wave,Others,5 - 10 yeas,Yes,Yes,Good,Poor,Good,Good,Good,Agree,Agree,Agree,Agree,Junior High school,Europe,Europe,Cluster1,Cluster2,Cluster1,Cluster2,2,(rare),,,,,,,-0.0555555555555555,0.611111111111111,0.075,0.575,,
2023-07-12,40s,Male,Permanent staff,GA: Gamma-ray astronomy,Experimentalist,> 10 years,Yes,No,Very Good,Very Good,Very Good,Very Good,Good,No interest,No interest,No interest,No interest,Elementary school,America,America,Cluster2,Others,Others,Cluster2,4,30%,-0.0999999999999999,0.4944444444444444,0.0,0.0,-0.1666666666666666,0.5,0.2624999999999999,0.4125,0.0,0.0,,
2023-07-12,60s,Male,Permanent staff,GA: Gamma-ray astronomy,Prefer not to answer,> 10 years,Prefer not to answer,No,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Agree,Agree,Agree,Agree,Pre school,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,1,20%,,,,,,,,,-0.52,0.78,,
2023-07-12,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Experimentalist,3 - 5 years,Yes,No,Good,Good,Good,Good,Poor,Agree,Agree,Agree,Agree,Elementary school,Asia,Oceania,Cluster1,Cluster1,Cluster2,Cluster1,1,10%,,,,,,,,,,,,
2023-07-12,30s,Male,Postdoc,GA: Gamma-ray astronomy,Others,5 - 10 yeas,Prefer not to answer,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Poor,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Cluster1,Cluster2,Cluster1,3,20%,,,,,,,,,,,,
2023-07-12,30s,Male,Doctrate,SH: Solar & heliospheric physics,Experimentalist,5 - 10 yeas,Yes,Yes,Very Good,Very Good,Very Good,Very Good,Good,Agree,Agree,Agree,Agree,High school,Asia,Asia,Cluster1,Cluster2,Cluster2,Cluster2,10+,50%,,,,,,,,,,,,
2023-07-12,20s,Male,Master,NU: Neutrino astronomy & physics,Experimentalist,5 - 10 yeas,Yes,No,Good,Good,Good,Poor,Good,Agree,Agree,Agree,Agree,High school,Europe,Europe,Cluster1,Others,Cluster2,Cluster2,2,30%,,,,,,,,,0.1,0.2,,
2023-07-13,30s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,No,Yes,Good,Poor,Very Poor,Poor,Good,Prefer not to answer,Agree,Agree,Agree,Pre school,Asia,Asia,Cluster1,Cluster2,Cluster2,Cluster2,6,40%,,,,,,,,,,,,
2023-07-13,20s,Male,Doctrate,NU: Neutrino astronomy & physics,Experimentalist,3 - 5 years,Yes,No,Good,Poor,Good,Very Good,Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Others,Cluster2,Cluster2,2,30%,,,,,,,,,,,,
2023-07-13,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Theorist,3 - 5 years,Yes,No,Very Good,Very Good,Very Good,Very Good,Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Cluster2,Cluster2,Cluster2,4,50%,,,,,,,0.0,0.0,,,,
2023-07-13,20s,Female,Doctrate,MM&GW: Multimessenger & gravitational wave,Experimentalist,1 - 3 years,Prefer not to answer,No,Good,Good,Good,Good,Very Good,Agree,Agree,Agree,Agree,Junior High school,Europe,Europe,Cluster1,Cluster2,Cluster1,Cluster2,5,(rare),,,,,,,,,,,,
2023-07-14,20s,Female,Master,NU: Neutrino astronomy & physics,Experimentalist,1 - 3 years,Prefer not to answer,No,Very Poor,Very Poor,Good,Poor,Poor,Disagree,Disagree,Agree,Agree,Junior High school,America,America,Cluster1,Others,Cluster1,Others,6,30%,,,,,,,,,,,,
2023-07-14,30s,Female,Postdoc,DM: Dark-matter physics,Others,3 - 5 years,No,No,Very Good,Very Good,Very Good,Very Good,Very Poor,Agree,Agree,Agree,Agree,High school,America,America,Cluster1,Cluster1,Cluster1,Cluster1,3,0%,,,,,,,-0.0428571428571428,0.3999999999999999,,,,
2023-07-14,30s,Male,Postdoc,NU: Neutrino astronomy & physics,Others,> 10 years,Yes,No,Very Poor,Poor,Poor,Good,Very Poor,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Cluster1,Cluster2,Cluster1,4,20%,,,0.0,0.0,,,,,,,,
2023-07-14,40s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,Yes,Yes,Good,Poor,Good,Good,Good,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster2,Others,Others,Cluster2,2,35%,,,0.0,0.0,0.1699999999999999,0.37,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-14,30s,Male,Doctrate,NU: Neutrino astronomy & physics,Experimentalist,3 - 5 years,Yes,No,Very Good,Very Good,Very Good,Very Good,Good,Agree,Agree,Agree,Agree,Elementary school,America,Africa,Cluster1,Cluster1,Cluster2,Others,Prefer not to answer,Prefer not to answer,,,,,,,,,,,,
2023-07-14,20s,Male,Undergraduate,CRI: Cosmic-ray physics (Indirect),Others,1 - 3 years,Yes,Yes,Very Good,Very Good,Very Good,Very Good,Poor,Disagree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster2,Cluster2,Others,6,40%,,,,,,,,,,,0.1722222222222222,0.3666666666666667
2023-07-14,30s,Female,Doctrate,NU: Neutrino astronomy & physics,Prefer not to answer,5 - 10 yeas,No,No,No interest,No interest,No interest,No interest,No interest,No interest,No interest,No interest,No interest,Elementary school,Europe,Europe,Cluster1,Cluster2,Cluster1,Others,1,60%,0.0333333333333333,0.0666666666666666,0.1,0.4,0.0,0.0,0.0,1.0,-0.3,0.5,,
2023-07-14,60s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,Prefer not to answer,Yes,Good,Good,Good,Good,Poor,Agree,Agree,Agree,Agree,Prefer not to answer,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,2,0%,0.0,0.0,,,,,,,0.5,0.5,,
2023-07-15,40s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Theorist,> 10 years,Yes,No,Very Good,Good,Very Good,Very Good,Very Good,Agree,Agree,Agree,Agree,Elementary school,America,Europe,Cluster2,Cluster2,Others,Cluster2,3,50%,,,,,,,,,,,,
2023-07-15,40s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,Yes,No,Good,Good,Very Good,Very Good,Good,Agree,Prefer not to answer,Agree,Agree,High school,Europe,Europe,Cluster2,Cluster2,Others,Cluster2,2,40%,0.0,0.125,0.2722222222222222,0.7444444444444445,,,0.0,0.0,,,,
2023-07-15,20s,Male,Postdoc,GA: Gamma-ray astronomy,Experimentalist,3 - 5 years,Yes,No,Poor,Poor,Poor,Poor,Poor,Agree,Agree,Agree,Agree,University,Asia,Asia,Cluster1,Cluster1,Cluster2,Cluster1,5,0%,,,,,,,,,,,,
2023-07-15,50s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,> 10 years,No,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Very Good,Disagree,Disagree,Disagree,Disagree,Junior High school,Europe,Europe,Cluster2,Cluster2,Others,Cluster2,6,50%,,,,,0.13125,0.35,0.0833333333333333,0.5583333333333332,,,,
2023-07-17,30s,Female,Permanent staff,DM: Dark-matter physics,Theorist,> 10 years,Yes,Yes,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Disagree,Agree,Agree,Agree,High school,Europe,Europe,Cluster1,Cluster1,Cluster1,Cluster1,6,10%,,,0.5,0.5,-0.01,0.6799999999999999,0.0,0.0,0.15,0.5,,
2023-07-17,60s,Male,Permanent staff,CRD: Cosmic-ray physics (Direct),Experimentalist,> 10 years,No,No,Poor,Poor,Poor,Poor,Poor,Agree,No interest,Agree,No interest,High school,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,2,0%,,,,,,,,,,,,
2023-07-17,40s,Male,Permanent staff,GA: Gamma-ray astronomy,Experimentalist,> 10 years,Yes,No,Good,Good,Poor,Good,Very Poor,Agree,Agree,Agree,Agree,High school,America,America,Cluster2,Cluster1,Others,Cluster1,3,20%,,,,,,,,,,,,
2023-07-17,20s,Female,Doctrate,CRD: Cosmic-ray physics (Direct),Theorist,1 - 3 years,Yes,Yes,Good,Poor,Poor,Poor,Good,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster2,Cluster1,Cluster2,3,50%,,,,,,,,,0.1252525252525252,0.4920454545454545,,
2023-07-17,20s,Female,Doctrate,GA: Gamma-ray astronomy,Theorist,3 - 5 years,No,Yes,No interest,No interest,No interest,No interest,Very Poor,Agree,Agree,Agree,Agree,High school,Asia,Asia,Cluster1,Cluster1,Cluster1,Cluster1,0,0%,,,,,,,,,,,,
2023-07-17,30s,Male,Doctrate,CRD: Cosmic-ray physics (Direct),Experimentalist,5 - 10 yeas,Prefer not to answer,No,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Good,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Elementary school,Europe,Europe,Cluster1,Cluster2,Cluster2,Cluster2,Prefer not to answer,50%,,,,,,,,,,,,
2023-07-17,40s,Male,Fixed-term staff,NU: Neutrino astronomy & physics,Experimentalist,> 10 years,No,No,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,Elementary school,Asia,Asia,Cluster2,Cluster2,Others,Cluster2,2,50%,,,,,,,,,,,,
2023-07-17,30s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Others,1 - 3 years,No,Yes,Poor,Poor,Poor,Poor,Prefer not to answer,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster1,Cluster2,Others,3,Prefer not to answer,0.3571428571428571,0.5714285714285714,0.3125,0.48125,0.3321212121212121,0.4803030303030303,0.0660714285714285,0.5142857142857143,0.1366666666666667,0.4033333333333333,0.0,0.0
2023-07-18,40s,Male,Permanent staff,MM&GW: Multimessenger & gravitational wave,Experimentalist,> 10 years,Yes,Yes,Good,Poor,Good,Good,Poor,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster2,Cluster1,Others,Cluster1,1,20%,,,,,,,0.0934108527131782,0.4766519010705058,,,0.0,0.0
2023-07-18,30s,Female,Permanent staff,GA: Gamma-ray astronomy,Experimentalist,> 10 years,Yes,No,Good,Poor,Good,Good,Poor,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster1,Cluster1,Cluster1,Cluster1,4,20%,,,,,,,0.03125,0.55,0.3,0.50625,,
2023-07-18,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Theorist,1 - 3 years,Yes,Yes,Very Good,Good,Good,Very Good,Very Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Cluster2,Cluster2,Cluster2,1,50%,,,,,,,,,,,,
2023-07-18,30s,Male,Fixed-term staff,SH: Solar & heliospheric physics,Theorist,> 10 years,Yes,No,Very Good,Very Good,Very Good,Very Good,Very Poor,Agree,Agree,Agree,Agree,Junior High school,Europe,Europe,Cluster1,Cluster1,Cluster2,Cluster1,2,10%,-0.5,1.0,0.0,0.0,,,,,,,,
2023-07-18,20s,Male,Doctrate,CRI: Cosmic-ray physics (Indirect),Experimentalist,5 - 10 yeas,No,No,Poor,Good,Good,Good,Poor,Agree,Agree,Agree,Agree,Pre school,Asia,Asia,Cluster1,Cluster1,Cluster2,Cluster1,2,10%,,,,,,,,,,,,
2023-07-20,20s,Male,Master,SH: Solar & heliospheric physics,Others,3 - 5 years,Yes,Yes,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,High school,Asia,Asia,Cluster1,Cluster2,Cluster2,Cluster2,2,50%,,,,,,,,,,,,
2023-07-20,30s,Female,Doctrate,CRI: Cosmic-ray physics (Indirect),Experimentalist,5 - 10 yeas,No,No,Poor,Good,No interest,Very Poor,Poor,Agree,Agree,Agree,Agree,Junior High school,America,Europe,Cluster1,Cluster1,Cluster1,Cluster1,4,20%,0.0,0.0666666666666666,0.25,0.9166666666666669,0.2166666666666666,0.5652777777777778,0.125,0.4583333333333333,-0.4,0.75,0.0,0.0
2023-07-20,20s,Male,Doctrate,CRD: Cosmic-ray physics (Direct),Experimentalist,1 - 3 years,Prefer not to answer,No,Poor,No interest,Very Good,Prefer not to answer,Prefer not to answer,No interest,Agree,Agree,Prefer not to answer,Junior High school,Asia,Asia,Cluster1,Cluster1,Cluster2,Others,Prefer not to answer,Prefer not to answer,,,,,,,,,,,,
2023-07-21,50s,Male,Permanent staff,GA: Gamma-ray astronomy,Experimentalist,> 10 years,Yes,No,Good,Good,Good,Good,Poor,Agree,Agree,Agree,Agree,High school,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,1,15%,,,,,,,,,,,,
2023-07-21,60s,Male,Permanent staff,CRD: Cosmic-ray physics (Direct),Experimentalist,> 10 years,Yes,No,Very Poor,Poor,Good,Good,Very Poor,Disagree,Agree,Agree,Agree,Junior High school,Asia,Asia,Cluster2,Cluster1,Others,Cluster1,2,0%,,,,,,,,,,,,
2023-07-21,30s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Theorist,5 - 10 yeas,Yes,No,Good,Good,Very Good,Very Good,Good,No interest,No interest,Agree,Agree,High school,Europe,Europe,Cluster1,Others,Cluster2,Others,2,25%,,,,,,,,,,,,
2023-07-21,30s,Female,Master,CRD: Cosmic-ray physics (Direct),Theorist,1 - 3 years,Prefer not to answer,Yes,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Cluster2,Cluster1,Cluster2,1,40%,,,,,,,,,,,,
2023-07-24,50s,Male,Permanent staff,GA: Gamma-ray astronomy,Experimentalist,> 10 years,Yes,No,Very Good,Very Good,Very Good,Very Good,Poor,Agree,Agree,Agree,Agree,Elementary school,America,America,Cluster2,Cluster1,Others,Cluster1,2,15%,,,,,,,,,,,,
2023-07-24,20s,Female,Postdoc,DM: Dark-matter physics,Others,3 - 5 years,No,Yes,Good,Very Poor,Good,Very Poor,Poor,Agree,Agree,Agree,Agree,Elementary school,Asia,Europe,Cluster1,Others,Cluster1,Others,1,30%,,,,,0.3277777777777777,0.6037037037037036,0.1549999999999999,0.6580555555555556,0.237037037037037,0.5481481481481482,,
2023-07-24,20s,Female,Doctrate,CRD: Cosmic-ray physics (Direct),Theorist,3 - 5 years,Yes,No,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,Pre school,Europe,Europe,Cluster1,Others,Cluster1,Cluster2,2,35%,,,,,,,0.35,0.35,-0.0124999999999999,0.3375,,
2023-07-25,50s,Male,Permanent staff,DM: Dark-matter physics,Theorist,> 10 years,Yes,Yes,Poor,Good,Good,Good,Poor,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster2,Others,Others,Others,2,25%,0.7,0.9,0.0,0.0,0.394,0.78,-0.3,0.3999999999999999,0.0,0.75,,
2023-07-25,20s,Female,Doctrate,MM&GW: Multimessenger & gravitational wave,Theorist,1 - 3 years,Yes,Yes,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,Elementary school,Europe,Europe,Cluster1,Others,Cluster1,Cluster2,2,30%,,,,,,,,,0.0,1.0,,
2023-07-25,30s,Female,Permanent staff,GA: Gamma-ray astronomy,Theorist,5 - 10 yeas,Yes,Yes,Poor,Poor,Poor,Poor,Prefer not to answer,Agree,Agree,Agree,Agree,Elementary school,Asia,Asia,Cluster1,Cluster1,Cluster1,Others,1,20%,,,,,,,,,,,,
2023-07-25,50s,Male,Permanent staff,CRI: Cosmic-ray physics (Indirect),Experimentalist,3 - 5 years,Yes,Yes,Very Good,Very Good,Very Good,Good,Good,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,High school,Europe,Europe,Cluster2,Cluster1,Others,Others,1,20%,0.0,0.0,,,0.0,0.0,,,,,,
2023-07-27,30s,Male,Doctrate,DM: Dark-matter physics,Experimentalist,5 - 10 yeas,Yes,Yes,Good,Good,Good,Good,Good,Agree,Agree,Agree,Agree,Junior High school,Asia,Asia,Cluster1,Others,Cluster2,Cluster2,4,30%,0.0249999999999999,0.6583333333333333,3.7007434154171876e-17,0.7555555555555555,,,,,,,,
